Number	sp	SITE	FIRE_AGE	FIRE_SEVERITY	BLOCK	TREATMENT	TRANSECT_COMBO	transect	FIELD_NO	ORDER	FAMILY	GENUS	SUB_GENUS	SPECIES	SEX	FLOWER_CODE	USDA_CODE	FLOWER_SPECIES	COUNTRY	STATE	COUNTY	LATITUDE	LONGITUDE	DATE	TIME	COLLECTOR	DETERMINED_BY	NOTES	VERIFIED_BY	value	yr	newID	Idlevel
2929	Ceratina__neomexicana	HE	NEW	HI	2	HENEWHI	HENEWHI2_4	HEHI2_4	28621JW	Hymenoptera	Apidae	Ceratina		neomexicana	M	HETVIL	HEVI4	Heterotheca villosa	USA	MT	Lewis & Clark Co.	46.71	-111.73	06/21/2014	05:05:00 PM	J.Wray	E.G.Reese			1	2014	Ceratina__neomexicana	s
2930	Ceratina__neomexicana	HE	MX	MX	2	HEMX	HEMX2_2	HEMX2_2	42717LR	Hymenoptera	Apidae	Ceratina		neomexicana	F	CARNUT	CANU4	Carduus nutans	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/17/2014	02:21:00 PM	L.Roberts	E.G.Reese			1	2014	Ceratina__neomexicana	s
2931	Ceratina__neomexicana	HE	MX	MX	1	HEMX	HEMX1_5	HEMX1_5	2379LR	Hymenoptera	Apidae	Ceratina		neomexicana	F	CIRVUL	CIVU	Cirsium vulgare	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/09/2014	11:50:00 AM	L.Roberts	E.G.Reese			1	2014	Ceratina__neomexicana	s
2932	Ceratina__neomexicana	HE	NEW	HI	1	HENEWHI	HENEWHI1_11	HEHI1_11	27820LR	Hymenoptera	Apidae	Ceratina		neomexicana	F	SYMASC	SYAS3	Symphyotrichum ascendens	USA	MT	Lewis & Clark Co.	46.7	-111.72	08/20/2014	01:49:00 PM	L.Roberts	E.G.Reese			1	2014	Ceratina__neomexicana	s
2933	Ceratina__neomexicana	HE	NEW	HI	1	HENEWHI	HENEWHI1_3	HEHI1_3	33728CHS	Hymenoptera	Apidae	Ceratina		neomexicana	F	SYMASC	SYAS3	Symphyotrichum ascendens	USA	MT	Lewis & Clark Co.	46.7	-111.72	07/28/2014	01:15:00 PM	C.H.Sweet	E.G.Reese			1	2014	Ceratina__neomexicana	s
2934	Ceratina__neomexicana	HE	MX	MX	2	HEMX	HEMX2_4	HEMX2_4	1065LR	Hymenoptera	Apidae	Ceratina		neomexicana	M	ANTNEG	ANNE	Antennaria neglecta	USA	MT	Lewis & Clark Co.	46.69	-111.71	06/05/2014	02:15:00 PM	L.Roberts	E.G.Reese			1	2014	Ceratina__neomexicana	s
2935	Ceratina__neomexicana	HE	MX	MX	2	HEMX	HEMX2_7	HEMX2_7	18FA7915	Hymenoptera	Apidae	Ceratina		neomexicana	F	CARNUT	CANU4	Carduus nutans	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/09/2015	11:11:00 AM	F.Ambrose	E.G.Reese	S BEE		1	2015	Ceratina__neomexicana	s
2936	Ceratina__neomexicana	HE	NEW	HI	2	HENEWHI	HENEWHI2_6	HEHI2_6	20523CHS	Hymenoptera	Apidae	Ceratina		neomexicana	M	FRAVIR	FRVI	Fragaria virginiana	USA	MT	Lewis & Clark Co.	46.71	-111.74	05/23/2014	01:35:00 PM	C.H.Sweet	E.G.Reese			1	2014	Ceratina__neomexicana	s
2937	Ceratina__neomexicana	HE	NEW	HI	1	HENEWHI	HENEWHI1_4	HEHI1_4	7522LB	Hymenoptera	Apidae	Ceratina		neomexicana	F	TAROFF	TAOF	Taraxacum officinale	USA	MT	Lewis & Clark Co.	46.7	-111.72	05/22/2014	11:25:00 AM	L.Burkle	E.G.Reese			1	2014	Ceratina__neomexicana	s
2938	Ceratina__neomexicana	HE	NEW	HI	1	HENEWHI	HENEWHI1_9	HEHI1_9	18CS6515	Hymenoptera	Apidae	Ceratina		neomexicana	M	BALSAG	BASA3	Balsamorhiza sagittata	USA	MT	Lewis & Clark Co.	46.7	-111.72	06/05/2015	12:07:00 PM	J.Neville	E.G.Reese	SMALL BLAC		1	2015	Ceratina__neomexicana	s
2939	Ceratina__neomexicana	HE	MX	MX	2	HEMX	HEMX2_7	HEMX2_7	34522CHS	Hymenoptera	Apidae	Ceratina		neomexicana	M	CERSPP	CERAS	Cerastium sp	USA	MT	Lewis & Clark Co.	46.69	-111.71	05/22/2014	04:40:00 PM	C.H.Sweet	E.G.Reese			1	2014	Ceratina__neomexicana	s
2940	Ceratina__neomexicana	HE	UN	UN	3	HEUN	HEUN3_8	HEUN3_8	16521LB	Hymenoptera	Apidae	Ceratina		neomexicana	M	ERICOM	ERCO4	Erigeron compositus	USA	MT	Lewis & Clark Co.	46.8	-111.8	05/21/2014	04:15:00 PM	L.Burkle	E.G.Reese			1	2014	Ceratina__neomexicana	s
2941	Ceratina__neomexicana	HE	UN	UN	3	HEUN	HEUN3_1	HEUN3_1	41FA62415	Hymenoptera	Apidae	Ceratina		neomexicana	M	OPUFRA	OPFER	Opuntia fragilis	USA	MT	Lewis & Clark Co.	46.8	-111.79	06/24/2015	03:50:00 PM	F.Ambrose	E.G.Reese	S BEE		1	2015	Ceratina__neomexicana	s
2942	Ceratina__neomexicana	HE	MX	MX	2	HEMX	HEMX2_11	HEMX2_11	17FA61715	Hymenoptera	Apidae	Ceratina		neomexicana	F	PACCAN	PACA15	Packera cana	USA	MT	Lewis & Clark Co.	46.69	-111.71	06/17/2015	11:34:00 AM	F.Ambrose	E.G.Reese	S BEE		1	2015	Ceratina__neomexicana	s
2943	Ceratina__neomexicana	HE	MX	MX	2	HEMX	HEMX2_4	HEMX2_4	1772LR	Hymenoptera	Apidae	Ceratina		neomexicana	F	PACCAN	PACA15	Packera cana	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/02/2014	12:30:00 PM	L.Roberts	E.G.Reese			1	2014	Ceratina__neomexicana	s
2944	Ceratina__neomexicana	HE	MX	MX	2	HEMX	HEMX2_4	HEMX2_4	1672LR	Hymenoptera	Apidae	Ceratina		neomexicana	F	CARNUT	CANU4	Carduus nutans	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/02/2014	12:30:00 PM	L.Roberts	E.G.Reese			1	2014	Ceratina__neomexicana	s
2945	Ceratina__neomexicana	HE	MX	MX	1	HEMX	HEMX1_5	HEMX1_5	2279LR	Hymenoptera	Apidae	Ceratina		neomexicana	F	CIRVUL	CIVU	Cirsium vulgare	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/09/2014	11:50:00 AM	L.Roberts	E.G.Reese			1	2014	Ceratina__neomexicana	s
2946	Ceratina__neomexicana	HE	UN	UN	1	HEUN	HEUN1_7	HEUN1_7	19FA62515	Hymenoptera	Apidae	Ceratina		neomexicana	F	GAIARI	GAAR	Gaillardia aristata	USA	MT	Lewis & Clark Co.	46.74	-111.77	06/25/2015	10:07:00 AM	F.Ambrose	E.G.Reese	S BEE		1	2015	Ceratina__neomexicana	s
2947	Ceratina__neomexicana	HE	NEW	HI	2	HENEWHI	HENEWHI2_8	HEHI2_8	19710PM	Hymenoptera	Apidae	Ceratina		neomexicana	F	HETVIL	HEVI4	Heterotheca villosa	USA	MT	Lewis & Clark Co.	46.71	-111.73	07/10/2014	12:08:00 PM	P.M.	E.G.Reese			1	2014	Ceratina__neomexicana	s
2948	Ceratina__neomexicana	HE	NEW	HI	1	HENEWHI	HENEWHI1_9	HEHI1_9	1973LR	Hymenoptera	Apidae	Ceratina		neomexicana	F	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.7	-111.72	07/03/2014	11:25:00 AM	L.Roberts	E.G.Reese			1	2014	Ceratina__neomexicana	s
2949	Ceratina__neomexicana	HE	NEW	HI	1	HENEWHI	HENEWHI1_2	HEHI1_2	8LH6915	Hymenoptera	Apidae	Ceratina		neomexicana	F	PACCAN	PACA15	Packera cana	USA	MT	Lewis & Clark Co.	46.7	-111.72	06/09/2015	09:40:00 AM	L.Hamburg	E.G.Reese	S BEE		1	2015	Ceratina__neomexicana	s
6895	Osmia_Melanosmia_nigrifrons	PV	MX	MX	1	PVMX	PVMX1_9	PVMX1_9	45812CQ	Hymenoptera	Megachilidae	Osmia	Melanosmia	nigrifrons	F	TRIREP	TRRE3	Trifolium repens	USA	MT	Park Co.	45.26	-110.48	08/12/2014	03:50:00 PM	C.Qubain	A.C.Dolan			1	2014	Osmia_Melanosmia_nigrifrons	s
6896	Osmia_Melanosmia_nigrifrons	HE	NEW	HI	1	HENEWHI	HENEWHI1_11	HEHI1_11	20JN6515	Hymenoptera	Megachilidae	Osmia	Melanosmia	nigrifrons	M	BALSAG	BASA3	Balsamorhiza sagittata	USA	MT	Lewis & Clark Co.	46.7	-111.72	06/05/2015	12:30:00 PM	J.Neville	T.Griswold	MED BLACK		1	2015	Osmia_Melanosmia_nigrifrons	s
6897	Osmia_Melanosmia_nigrifrons	PV	MX	MX	2	PVMX	PVMX2_4	PVMX2_4	1178JW	Hymenoptera	Megachilidae	Osmia	Melanosmia	nigrifrons	F	HEDSUL	HESU	Hedysarum sulphurescens	USA	MT	Park Co.	45.26	-110.48	07/08/2014	12:55:00 PM	J.Wray	E.G.Reese		T.Griswold	1	2014	Osmia_Melanosmia_nigrifrons	s
6898	Osmia_Melanosmia_nigrifrons	HE	MX	MX	1	HEMX	HEMX1_12	HEMX1_12	4672LR	Hymenoptera	Megachilidae	Osmia	Melanosmia	nigrifrons	F	ASTLAX	ASLAR	Astragalus laxmannii	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/02/2014	04:45:00 PM	L.Roberts	E.G.Reese		T.Griswold	1	2014	Osmia_Melanosmia_nigrifrons	s
6899	Osmia_Melanosmia_nigrifrons	PV	NEW	HI	2	PVNEWHI	PVNEWHI2_3	PVHI2_3	8725JW	Hymenoptera	Megachilidae	Osmia	Melanosmia	nigrifrons	F	HEDSUL	HESU	Hedysarum sulphurescens	USA	MT	Park Co.	45.26	-110.49	07/25/2014	09:55:00 AM	J.Wray	A.C.Dolan			1	2014	Osmia_Melanosmia_nigrifrons	s
6900	Osmia_Melanosmia_nigrifrons	PV	NEW	HI	2	PVNEWHI	PVNEWHI2_9	PVHI2_9	4725CQ	Hymenoptera	Megachilidae	Osmia	Melanosmia	nigrifrons	F	HEDSUL	HESU	Hedysarum sulphurescens	USA	MT	Park Co.	45.26	-110.49	07/25/2014	09:00:00 AM	C.Qubain	A.C.Dolan			1	2014	Osmia_Melanosmia_nigrifrons	s
6901	Osmia_Melanosmia_nigrifrons	PV	MX	MX	1	PVMX	PVMX1_9	PVMX1_9	29715CQ	Hymenoptera	Megachilidae	Osmia	Melanosmia	nigrifrons	F	HEDSUL	HESU	Hedysarum sulphurescens	USA	MT	Park Co.	45.26	-110.48	07/15/2014	02:00:00 PM	C.Qubain	A.C.Dolan			1	2014	Osmia_Melanosmia_nigrifrons	s
6902	Osmia_Melanosmia_nigrifrons	PV	NEW	HI	1	PVNEWHI	PVNEWHI1_2	PVHI1_2	3078CQ	Hymenoptera	Megachilidae	Osmia	Melanosmia	nigrifrons	F	HEDSUL	HESU	Hedysarum sulphurescens	USA	MT	Park Co.	45.26	-110.47	07/08/2014	02:50:00 PM	C.Qubain	E.G.Reese		T.Griswold	1	2014	Osmia_Melanosmia_nigrifrons	s
6903	Osmia_Melanosmia_nigrifrons	HE	MX	MX	1	HEMX	HEMX1_6	HEMX1_6	19611CHS	Hymenoptera	Megachilidae	Osmia	Melanosmia	nigrifrons	F	ASTMIS	ASMI9	Astragalus miser	USA	MT	Lewis & Clark Co.	46.69	-111.71	06/11/2014	01:30:00 PM	C.H.Sweet	E.G.Reese		T.Griswold	1	2014	Osmia_Melanosmia_nigrifrons	s
6904	Osmia_Melanosmia_nigriventris	PV	MX	MX	2	PVMX	PVMX2_5	PVMX2_5	6715JW	Hymenoptera	Megachilidae	Osmia	Melanosmia	nigriventris	F	HEDSUL	HESU	Hedysarum sulphurescens	USA	MT	Park Co.	45.26	-110.47	07/15/2014	10:10:00 AM	J.Wray	T.Griswold			1	2014	Osmia_Melanosmia_nigriventris	s
163	Andrena__nigrocaerulea	HE	MX	MX	2	HEMX	HEMX2_7	HEMX2_7	665CHS	Hymenoptera	Andrenidae	Andrena		nigrocaerulea	F	CERARV	CEAR4	Cerastium arvense	USA	MT	Lewis & Clark Co.	46.69	-111.71	06/05/2014	12:16:00 PM	C.H.Sweet	H.Ikerd			1	2014	Andrena__nigrocaerulea	s
7477	Villa__nigropecta	HE	NEW	HI	2	HENEWHI	HENEWHI2_1	HEHI2_1	5485CHS	Diptera	Bombyliidae	Villa		nigropecta	F	HETVIL	HEVI4	Heterotheca villosa	USA	MT	Lewis & Clark Co.	46.7	-111.73	08/05/2014	05:24:00 PM	C.H.Sweet	E.G.Reese	BOMBYLIID		1	2014	Villa__nigropecta	s
7478	Villa__nigropecta	HE	NEW	HI	1	HENEWHI	HENEWHI1_5	HEHI1_5	41728LR	Diptera	Bombyliidae	Villa		nigropecta	M	SOLMIS	SOMI2	Solidago missouriensis	USA	MT	Lewis & Clark Co.	46.7	-111.72	07/28/2014	02:47:00 PM	L.Roberts	E.G.Reese	LARGE FUZZY BLACK WHITE FLY		1	2014	Villa__nigropecta	s
4591	Lasioglossum_Dialictus_nigroviride	PV	MX	MX	1	PVMX	PVMX1_4	PVMX1_4	383CQ	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	M	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Park Co.	45.26	-110.48	08/03/2014	11:20:00 AM	C.Qubain	J.Gibbs			1	2014	Lasioglossum_Dialictus_nigroviride	s
4592	Lasioglossum_Dialictus_nigroviride	PV	MX	MX	1	PVMX	PVMX1_4	PVMX1_4	377JW	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	PHYMAL	PHMA5	Physocarpus malvaceus	USA	MT	Park Co.	45.26	-110.48	07/07/2014	10:10:00 AM	J.Wray	E.G.Reese			1	2014	Lasioglossum_Dialictus_nigroviride	s
4593	Lasioglossum_Dialictus_nigroviride	WF	NEW	HI	1	WFNEWHI	WFNEWHI1_4	WFHI1_4	279GH	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	CEAVEL	CEVE	Ceanothus velutinus	USA	MT	Flathead Co.	48.67	-114.28	07/09/2014	11:00:00 AM	G.Hoffman	E.G.Reese			1	2014	Lasioglossum_Dialictus_nigroviride	s
4594	Lasioglossum_Dialictus_nigroviride	PV	NEW	HI	2	PVNEWHI	PVNEWHI2_3	PVHI2_3	5ES61815	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	OXYCAM	OXCA4	Oxytropis campestris	USA	MT	Park Co.	45.26	-110.49	06/18/2015	11:12:00 AM	E.Sawyer	E.G.Reese	GREEN BEE		1	2015	Lasioglossum_Dialictus_nigroviride	s
4595	Lasioglossum_Dialictus_nigroviride	PV	MX	MX	1	PVMX	PVMX1_2	PVMX1_2	1777JW	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	HEDSUL	HESU	Hedysarum sulphurescens	USA	MT	Park Co.	45.26	-110.48	07/07/2014	12:40:00 PM	J.Wray	E.G.Reese			1	2014	Lasioglossum_Dialictus_nigroviride	s
4596	Lasioglossum_Dialictus_nigroviride	PV	MX	MX	1	PVMX	PVMX1_4	PVMX1_4	477JW	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	PHYMAL	PHMA5	Physocarpus malvaceus	USA	MT	Park Co.	45.26	-110.48	07/07/2014	10:10:00 AM	J.Wray	E.G.Reese			1	2014	Lasioglossum_Dialictus_nigroviride	s
4597	Lasioglossum_Dialictus_nigroviride	PV	MX	MX	1	PVMX	PVMX1_6	PVMX1_6	377CQ	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	ROSWOO	ROWO	Rosa woodsii	USA	MT	Park Co.	45.26	-110.48	07/07/2014	10:00:00 AM	C.Qubain	E.G.Reese			1	2014	Lasioglossum_Dialictus_nigroviride	s
4598	Lasioglossum_Dialictus_nigroviride	WF	UN	UN	2	WFUN	WFUN2_3	WFUN2_3	1273GH	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	RUBPAR	RUPA	Rubus parviflorus	USA	MT	Flathead Co.	48.68	-114.33	07/03/2014	02:15:00 PM	G.Hoffman	E.G.Reese			1	2014	Lasioglossum_Dialictus_nigroviride	s
4599	Lasioglossum_Dialictus_nigroviride	PV	MX	MX	1	PVMX	PVMX1_4	PVMX1_4	6TH61815	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	PHYMAL	PHMA5	Physocarpus malvaceus	USA	MT	Park Co.	45.26	-110.48	06/18/2015	12:36:00 PM	T.HALL	E.G.Reese	S BLACK BEE		1	2015	Lasioglossum_Dialictus_nigroviride	s
4600	Lasioglossum_Dialictus_nigroviride	PV	MX	MX	2	PVMX	PVMX2_9	PVMX2_9	22812CQ	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Park Co.	45.26	-110.47	08/12/2014	01:05:00 PM	C.Qubain	E.G.Reese			1	2014	Lasioglossum_Dialictus_nigroviride	s
4601	Lasioglossum_Dialictus_nigroviride	PV	NEW	HI	2	PVNEWHI	PVNEWHI2_2	PVHI2_2	9B815CQ	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Park Co.	45.26	-110.49	08/15/2014	09:10:00 AM	C.Qubain	E.G.Reese			1	2014	Lasioglossum_Dialictus_nigroviride	s
4602	Lasioglossum_Dialictus_nigroviride	PV	MX	MX	1	PVMX	PVMX1_6	PVMX1_6	277CQ	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	ROSWOO	ROWO	Rosa woodsii	USA	MT	Park Co.	45.26	-110.48	07/07/2014	10:00:00 AM	C.Qubain	E.G.Reese			1	2014	Lasioglossum_Dialictus_nigroviride	s
4603	Lasioglossum_Dialictus_nigroviride	PV	MX	MX	1	PVMX	PVMX1_4	PVMX1_4	677JW	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	ACHMIL	ACMI2	Achillea millefolium	USA	MT	Park Co.	45.26	-110.48	07/07/2014	10:10:00 AM	J.Wray	E.G.Reese			1	2014	Lasioglossum_Dialictus_nigroviride	s
4604	Lasioglossum_Dialictus_nigroviride	PV	NEW	HI	1	PVNEWHI	PVNEWHI1_4	PVHI1_4	13814JW	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Park Co.	45.26	-110.47	08/14/2014	12:53:00 PM	J.Wray	E.G.Reese			1	2014	Lasioglossum_Dialictus_nigroviride	s
4605	Lasioglossum_Dialictus_nigroviride	WF	NEW	HI	2	WFNEWHI	WFNEWHI2_1	WFHI2_1	1714GH	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	CEAVEL	CEVE	Ceanothus velutinus	USA	MT	Flathead Co.	48.66	-114.3	07/14/2014	01:30:00 PM	G.Hoffman	E.G.Reese			1	2014	Lasioglossum_Dialictus_nigroviride	s
4606	Lasioglossum_Dialictus_nigroviride	WF	MX	MX	1	WFMX	WFMX1_6	WFMX1_6	571LC	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	SYMALB	SYAL	Symphoricarpos albus	USA	MT	Flathead Co.	48.67	-114.28	07/01/2014	11:30:00 AM	L.Clark	E.G.Reese			1	2014	Lasioglossum_Dialictus_nigroviride	s
4607	Lasioglossum_Dialictus_nigroviride	PV	NEW	HI	2	PVNEWHI	PVNEWHI2_2	PVHI2_2	978JW	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	PHYMAL	PHMA5	Physocarpus malvaceus	USA	MT	Park Co.	45.26	-110.49	07/08/2014	11:00:00 AM	J.Wray	E.G.Reese			1	2014	Lasioglossum_Dialictus_nigroviride	s
4608	Lasioglossum_Dialictus_nigroviride	PV	MX	MX	1	PVMX	PVMX1_9	PVMX1_9	2177JW	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	ROSWOO	ROWO	Rosa woodsii	USA	MT	Park Co.	45.26	-110.48	07/07/2014	01:45:00 PM	J.Wray	E.G.Reese			1	2014	Lasioglossum_Dialictus_nigroviride	s
4609	Lasioglossum_Dialictus_nigroviride	PV	NEW	HI	1	PVNEWHI	PVNEWHI1_2	PVHI1_2	2TH62215	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	ROSWOO	ROWO	Rosa woodsii	USA	MT	Park Co.	45.26	-110.47	06/22/2015	12:17:00 PM	T.HALL	E.G.Reese	S BEE METALLIC		1	2015	Lasioglossum_Dialictus_nigroviride	s
4610	Lasioglossum_Dialictus_nigroviride	PV	MX	MX	1	PVMX	PVMX1_8	PVMX1_8	877CQ	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	ROSWOO	ROWO	Rosa woodsii	USA	MT	Park Co.	45.26	-110.48	07/07/2014	11:10:00 AM	C.Qubain	E.G.Reese			1	2014	Lasioglossum_Dialictus_nigroviride	s
4611	Lasioglossum_Dialictus_nigroviride	WF	UN	UN	2	WFUN	WFUN2_3	WFUN2_3	8CS61615	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	CALAPI	CAAP	Calochortus apiculatus	USA	MT	Flathead Co.	48.68	-114.33	06/16/2015	?	C.Seymour	E.G.Reese	S BLACK BEE		1	2015	Lasioglossum_Dialictus_nigroviride	s
4612	Lasioglossum_Dialictus_nigroviride	PV	MX	MX	1	PVMX	PVMX1_5	PVMX1_5	1077JW	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	ROSWOO	ROWO	Rosa woodsii	USA	MT	Park Co.	45.26	-110.48	07/07/2014	10:55:00 AM	J.Wray	E.G.Reese			1	2014	Lasioglossum_Dialictus_nigroviride	s
4613	Lasioglossum_Dialictus_nigroviride	WF	UN	UN	2	WFUN	WFUN2_8	WFUN2_8	773GH	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	CALAPI	CAAP	Calochortus apiculatus	USA	MT	Flathead Co.	48.68	-114.33	07/03/2014	01:10:00 PM	G.Hoffman	E.G.Reese			1	2014	Lasioglossum_Dialictus_nigroviride	s
4614	Lasioglossum_Dialictus_nigroviride	PV	MX	MX	1	PVMX	PVMX1_1	PVMX1_1	10ES61815	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	GERRIC	GERI	Geranium richardsonii	USA	MT	Park Co.	45.26	-110.48	06/18/2015	01:30:00 PM	E.Sawyer		S BEE		1	2015	Lasioglossum_Dialictus_nigroviride	s
4615	Lasioglossum_Dialictus_nigroviride	WF	NEW	HI	2	WFNEWHI	WFNEWHI2_6	WFHI2_6	2625ER	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	CEAVEL	CEVE	Ceanothus velutinus	USA	MT	Flathead Co.	48.66	-114.3	06/25/2014	10:40:00 AM	E.G.Reese	J.Gibbs			1	2014	Lasioglossum_Dialictus_nigroviride	s
4616	Lasioglossum_Dialictus_nigroviride	PV	NEW	HI	2	PVNEWHI	PVNEWHI2_6	PVHI2_6	1078CQ	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	PHYMAL	PHMA5	Physocarpus malvaceus	USA	MT	Park Co.	45.26	-110.49	07/08/2014	09:50:00 AM	C.Qubain	E.G.Reese			1	2014	Lasioglossum_Dialictus_nigroviride	s
4617	Lasioglossum_Dialictus_nigroviride	WF	UN	UN	1	WFUN	WFUN1_2	WFUN1_2	3717GH	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	SEDLAN	SELA	Sedum lanceolatum	USA	MT	Flathead Co.	48.68	-114.32	07/17/2014	10:30:00 AM	G.Hoffman	E.G.Reese			1	2014	Lasioglossum_Dialictus_nigroviride	s
4618	Lasioglossum_Dialictus_nigroviride	PV	NEW	HI	2	PVNEWHI	PVNEWHI2_2	PVHI2_2	6B78JW	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	PHYMAL	PHMA5	Physocarpus malvaceus	USA	MT	Park Co.	45.26	-110.49	07/08/2014	11:00:00 AM	J.Wray	E.G.Reese			1	2014	Lasioglossum_Dialictus_nigroviride	s
4619	Lasioglossum_Dialictus_nigroviride	WF	UN	UN	2	WFUN	WFUN2_3	WFUN2_3	1373GH	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	RUBPAR	RUPA	Rubus parviflorus	USA	MT	Flathead Co.	48.68	-114.33	07/03/2014	02:15:00 PM	G.Hoffman	E.G.Reese			1	2014	Lasioglossum_Dialictus_nigroviride	s
4620	Lasioglossum_Dialictus_nigroviride	PV	MX	MX	1	PVMX	PVMX1_1	PVMX1_1	1377CQ	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	ROSWOO	ROWO	Rosa woodsii	USA	MT	Park Co.	45.26	-110.48	07/07/2014	12:00:00 PM	C.Qubain	E.G.Reese			1	2014	Lasioglossum_Dialictus_nigroviride	s
4621	Lasioglossum_Dialictus_nigroviride	PV	NEW	HI	2	PVNEWHI	PVNEWHI2_2	PVHI2_2	6A78JW	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	PHYMAL	PHMA5	Physocarpus malvaceus	USA	MT	Park Co.	45.26	-110.49	07/08/2014	11:00:00 AM	J.Wray	E.G.Reese			1	2014	Lasioglossum_Dialictus_nigroviride	s
4622	Lasioglossum_Dialictus_nigroviride	WF	NEW	HI	2	WFNEWHI	WFNEWHI2_4	WFHI2_4	277GH	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	CEAVEL	CEVE	Ceanothus velutinus	USA	MT	Flathead Co.	48.66	-114.3	07/07/2014	02:40:00 PM	G.Hoffman	J.Gibbs			1	2014	Lasioglossum_Dialictus_nigroviride	s
4623	Lasioglossum_Dialictus_nigroviride	PV	MX	MX	1	PVMX	PVMX1_1	PVMX1_1	8ES62515	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	ROSWOO	ROWO	Rosa woodsii	USA	MT	Park Co.	45.26	-110.48	06/25/2015	01:05:00 PM	E.Sawyer	E.G.Reese	M BEE		1	2015	Lasioglossum_Dialictus_nigroviride	s
4624	Lasioglossum_Dialictus_nigroviride	WF	MX	MX	1	WFMX	WFMX1_5	WFMX1_5	1478GH	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Flathead Co.	48.67	-114.28	07/08/2014	03:00:00 PM	G.Hoffman	E.G.Reese			1	2014	Lasioglossum_Dialictus_nigroviride	s
4625	Lasioglossum_Dialictus_nigroviride	PV	NEW	HI	1	PVNEWHI	PVNEWHI1_1	PVHI1_1	19814CQ	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Park Co.	45.26	-110.47	08/14/2014	01:00:00 PM	C.Qubain	E.G.Reese			1	2014	Lasioglossum_Dialictus_nigroviride	s
4626	Lasioglossum_Dialictus_nigroviride	WF	NEW	HI	1	WFNEWHI	WFNEWHI1_4	WFHI1_4	2473GH	Hymenoptera	Halictidae	Lasioglossum	Dialictus	nigroviride	F	CEAVEL	CEVE	Ceanothus velutinus	USA	MT	Flathead Co.	48.67	-114.28	07/03/2014	05:20:00 PM	G.Hoffman	E.G.Reese			1	2014	Lasioglossum_Dialictus_nigroviride	s
