Number	sp	SITE	FIRE_AGE	FIRE_SEVERITY	BLOCK	TREATMENT	TRANSECT_COMBO	transect	FIELD_NO	ORDER	FAMILY	GENUS	SUB_GENUS	SPECIES	SEX	FLOWER_CODE	USDA_CODE	FLOWER_SPECIES	COUNTRY	STATE	COUNTY	LATITUDE	LONGITUDE	DATE	TIME	COLLECTOR	DETERMINED_BY	NOTES	VERIFIED_BY	value	yr	newID	Idlevel
3344	Halictus__confusus	WF	UN	UN	2	WFUN	WFUN2_3	WFUN2_3	1173GH	Hymenoptera	Halictidae	Halictus		confusus	F	CALAPI	CAAP	Calochortus apiculatus	USA	MT	Flathead Co.	48.68	-114.33	07/03/2014	02:15:00 PM	G.Hoffman	E.G.Reese			1	2014	Halictus__confusus	s
3345	Halictus__confusus	HE	UN	UN	1	HEUN	HEUN1_9	HEUN1_9	6FA71315	Hymenoptera	Halictidae	Halictus		confusus	F	ALLCER	ALCE2	Allium cernuum	USA	MT	Lewis & Clark Co.	46.74	-111.77	07/13/2015	12:20:00 PM	F.Ambrose	E.G.Reese	S BEE		1	2015	Halictus__confusus	s
3346	Halictus__confusus	HE	MX	MX	2	HEMX	HEMX2_5	HEMX2_5	2372LR	Hymenoptera	Halictidae	Halictus		confusus	F	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/02/2014	12:55:00 PM	L.Roberts	E.G.Reese			1	2014	Halictus__confusus	s
3347	Halictus__confusus	HE	UN	UN	1	HEUN	HEUN1_7	HEUN1_7	20FA72015	Hymenoptera	Halictidae	Halictus		confusus	M	CENSTO	CESTM	Centaurea stoebe	USA	MT	Lewis & Clark Co.	46.74	-111.77	07/20/2015	03:06:00 PM	F.Ambrose	E.G.Reese	S BEE (SQUISHED)		1	2015	Halictus__confusus	s
3348	Halictus__confusus	HE	MX	MX	2	HEMX	HEMX2_5	HEMX2_5	4479LR	Hymenoptera	Halictidae	Halictus		confusus	F	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/09/2014	04:30:00 PM	L.Roberts	E.G.Reese			1	2014	Halictus__confusus	s
3349	Halictus__confusus	HE	UN	UN	3	HEUN	HEUN3_3	HEUN3_3	3378LR	Hymenoptera	Halictidae	Halictus		confusus	M	APOAND	APAN2	Apocynum androsaemifolium	USA	MT	Lewis & Clark Co.	46.8	-111.79	07/08/2014	03:55:00 PM	L.Roberts	E.G.Reese			1	2014	Halictus__confusus	s
3350	Halictus__confusus	HE	UN	UN	1	HEUN	HEUN1_7	HEUN1_7	33LH7715	Hymenoptera	Halictidae	Halictus		confusus	M	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.74	-111.77	07/07/2015	03:00:00 PM	L.Hamburg	E.G.Reese	S LONGHORN BEE		1	2015	Halictus__confusus	s
3351	Halictus__confusus	PV	NEW	HI	2	PVNEWHI	PVNEWHI2_5	PVHI2_5	18828CHS	Hymenoptera	Halictidae	Halictus		confusus	F	ANAMAR	ANMA	Anaphalis margaritacea	USA	MT	Park Co.	45.26	-110.49	08/28/2014	01:20:00 PM	C.H.Sweet	E.G.Reese			1	2014	Halictus__confusus	s
3352	Halictus__confusus	HE	MX	MX	1	HEMX	HEMX1_5	HEMX1_5	54FA62215	Hymenoptera	Halictidae	Halictus		confusus	F	EVONUT	EVNU	Evolvulus nuttallianus	USA	MT	Lewis & Clark Co.	46.69	-111.71	06/22/2015	04:30:00 PM	F.Ambrose	E.G.Reese	S BEE		1	2015	Halictus__confusus	s
3353	Halictus__confusus	HE	MX	MX	1	HEMX	HEMX1_6	HEMX1_6	6818CHS	Hymenoptera	Halictidae	Halictus		confusus	M	SYMFAL	SYFAF	Symphyotrichum falcatum	USA	MT	Lewis & Clark Co.	46.69	-111.71	08/18/2014	11:08:00 AM	C.H.Sweet	E.G.Reese	small long antennae		1	2014	Halictus__confusus	s
3354	Halictus__confusus	HE	MX	MX	2	HEMX	HEMX2_1	HEMX2_1	42LH6915	Hymenoptera	Halictidae	Halictus		confusus	F	RUBIDA	RUID	Rubus idaeus	USA	MT	Lewis & Clark Co.	46.69	-111.71	06/09/2015	03:05:00 PM	L.Hamburg	E.G.Reese	S BEE		1	2015	Halictus__confusus	s
3355	Halictus__confusus	HE	UN	UN	1	HEUN	HEUN1_7	HEUN1_7	38818CHS	Hymenoptera	Halictidae	Halictus		confusus	M	GUTSAR	GUSA2	Gutierrezia sarothrae	USA	MT	Lewis & Clark Co.	46.74	-111.77	08/18/2014	03:41:00 PM	C.H.Sweet	E.G.Reese			1	2014	Halictus__confusus	s
3013	Colletes__consors.consors	HE	MX	MX	1	HEMX	HEMX1_3	HEMX1_3	31LH61715	Hymenoptera	Colletidae	Colletes		consors consors	F	EVONUT	EVNU	Evolvulus nuttallianus	USA	MT	Lewis & Clark Co.	46.7	-111.72	06/17/2015	02:48:00 PM	L.Hamburg	T.Griswold	SMALL FAT BEE		1	2015	Colletes__consors.consors	s
3014	Colletes__consors.consors	HE	UN	UN	3	HEUN	HEUN3_8	HEUN3_8	20630LR	Hymenoptera	Colletidae	Colletes		consors consors	F	PHALIN	PHLI	Phacelia linearis	USA	MT	Lewis & Clark Co.	46.8	-111.8	06/30/2014	05:34:00 PM	L.Roberts	T.Griswold			1	2014	Colletes__consors.consors	s
7241	Sphaerophoria__contigua	HE	NEW	HI	2	HENEWHI	HENEWHI2_3	HEHI2_3	5273LR	Diptera	Syrphidae	Sphaerophoria		contigua	M	ACHMIL	ACMI2	Achillea millefolium	USA	MT	Lewis & Clark Co.	46.71	-111.74	07/03/2014	03:51:00 PM	L.Roberts	E.G.Reese			1	2014	Sphaerophoria__contigua	s
7242	Sphaerophoria__contigua	HE	UN	UN	3	HEUN	HEUN3_8	HEUN3_8	15521LB	Diptera	Syrphidae	Sphaerophoria		contigua	M	ERICOM	ERCO4	Erigeron compositus	USA	MT	Lewis & Clark Co.	46.8	-111.8	05/21/2014	04:15:00 PM	L.Burkle	E.G.Reese	SYRPHID		1	2014	Sphaerophoria__contigua	s
7243	Sphaerophoria__contigua	HE	NEW	HI	2	HENEWHI	HENEWHI2_6	HEHI2_6	11715LR	Diptera	Syrphidae	Sphaerophoria		contigua	F	SISLOE	SILO3	Sisymbrium loeselii	USA	MT	Lewis & Clark Co.	46.71	-111.74	07/15/2014	01:10:00 PM	L.Roberts	E.G.Reese	YELLOW STRIPE FLY		1	2014	Sphaerophoria__contigua	s
7244	Sphaerophoria__contigua	HE	NEW	HI	2	HENEWHI	HENEWHI2_5	HEHI2_5	19730LR	Diptera	Syrphidae	Sphaerophoria		contigua	F	ERICAE	ERCA2	Erigeron caespitosus	USA	MT	Lewis & Clark Co.	46.7	-111.74	07/30/2014	11:16:00 AM	L.Roberts	E.G.Reese			1	2014	Sphaerophoria__contigua	s
7245	Sphaerophoria__contigua	HE	MX	MX	1	HEMX	HEMX1_5	HEMX1_5	25716CHS	Diptera	Syrphidae	Sphaerophoria		contigua	F	CENSTO	CESTM	Centaurea stoebe	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/16/2014	04:35:00 PM	C.H.Sweet	E.G.Reese			1	2014	Sphaerophoria__contigua	s
7246	Sphaerophoria__contigua	HE	MX	MX	2	HEMX	HEMX2_11	HEMX2_11	24717CHS	Diptera	Syrphidae	Sphaerophoria		contigua	F	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/17/2014	02:35:00 PM	C.H.Sweet	E.G.Reese			1	2014	Sphaerophoria__contigua	s
7247	Sphaerophoria__contigua	HE	MX	MX	1	HEMX	HEMX1_3	HEMX1_3	30BFA71615	Diptera	Syrphidae	Sphaerophoria		contigua	F	SOLMIS	SOMI2	Solidago missouriensis	USA	MT	Lewis & Clark Co.	46.7	-111.72	07/16/2015	02:26:00 PM	F.Ambrose	E.G.Reese	THIN FLY		1	2015	Sphaerophoria__contigua	s
7248	Sphaerophoria__contigua	HE	MX	MX	1	HEMX	HEMX1_12	HEMX1_12	10725LR	Diptera	Syrphidae	Sphaerophoria		contigua	F	ERICAE	ERCA2	Erigeron caespitosus	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/25/2014	11:41:00 AM	L.Roberts	E.G.Reese	ORANGE BLACK STRIPED FLY		1	2014	Sphaerophoria__contigua	s
5315	Melissodes__coreopsis	HE	NEW	HI	2	HENEWHI	HENEWHI2_2	HEHI2_2	3ES8615	Hymenoptera	Apidae	Melissodes		coreopsis	F	SOLMIS	SOMI2	Solidago missouriensis	USA	MT	Lewis & Clark Co.	46.7	-111.74	08/06/2015	09:36:00 AM	E.Sawyer	E.G.Reese	M BEE W BOOTS		1	2015	Melissodes__coreopsis	s
62	Andrena__crataegi	HE	MX	MX	2	HEMX	HEMX2_4	HEMX2_4	31522ER	Hymenoptera	Andrenidae	Andrena		crataegi	M	ANTROS	ANRO2	Antennaria rosea	USA	MT	Lewis & Clark Co.	46.69	-111.71	05/22/2014	04:15:00 PM	E.G.Reese	H.Ikerd			1	2014	Andrena__crataegi	s
63	Andrena__crataegi	HE	MX	MX	2	HEMX	HEMX2_4	HEMX2_4	33522ER	Hymenoptera	Andrenidae	Andrena		crataegi	M	RHUARO	RHAR4	Rhus aromatica	USA	MT	Lewis & Clark Co.	46.69	-111.71	05/22/2014	04:15:00 PM	E.G.Reese	H.Ikerd			1	2014	Andrena__crataegi	s
64	Andrena__crataegi	HE	MX	MX	2	HEMX	HEMX2_4	HEMX2_4	24522ER	Hymenoptera	Andrenidae	Andrena		crataegi	M	ANTNEG	ANNE	Antennaria neglecta	USA	MT	Lewis & Clark Co.	46.69	-111.71	05/22/2014	04:15:00 PM	E.G.Reese	E.G.Reese			1	2014	Andrena__crataegi	s
65	Andrena__crataegi	HE	MX	MX	2	HEMX	HEMX2_1	HEMX2_1	165CQ	Hymenoptera	Andrenidae	Andrena		crataegi	F	PHYMAL	PHMA5	Physocarpus malvaceus	USA	MT	Lewis & Clark Co.	46.69	-111.71	06/05/2014	12:10:00 PM	C.Qubain	H.Ikerd			1	2014	Andrena__crataegi	s
66	Andrena__crataegi	HE	MX	MX	2	HEMX	HEMX2_1	HEMX2_1	32FA6915	Hymenoptera	Andrenidae	Andrena		crataegi	F	RIBHUD	RIHU	Ribes hudsonianum	USA	MT	Lewis & Clark Co.	46.69	-111.71	06/09/2015	03:05:00 PM	F.Ambrose	E.G.Reese	M BEE	H.Ikerd	1	2015	Andrena__crataegi	s
67	Andrena__crataegi	HE	MX	MX	2	HEMX	HEMX2_4	HEMX2_4	30A522ER	Hymenoptera	Andrenidae	Andrena		crataegi	M	ANTNEG	ANNE	Antennaria neglecta	USA	MT	Lewis & Clark Co.	46.69	-111.71	05/22/2014	04:15:00 PM	E.G.Reese	H.Ikerd			1	2014	Andrena__crataegi	s
68	Andrena__crataegi	HE	MX	MX	2	HEMX	HEMX2_4	HEMX2_4	32B522ER	Hymenoptera	Andrenidae	Andrena		crataegi	M	ANTROS	ANRO2	Antennaria rosea	USA	MT	Lewis & Clark Co.	46.69	-111.71	05/22/2014	04:15:00 PM	E.G.Reese	H.Ikerd			1	2014	Andrena__crataegi	s
69	Andrena__crataegi	HE	MX	MX	2	HEMX	HEMX2_4	HEMX2_4	35522ER	Hymenoptera	Andrenidae	Andrena		crataegi	M	RHUARO	RHAR4	Rhus aromatica	USA	MT	Lewis & Clark Co.	46.69	-111.71	05/22/2014	04:15:00 PM	E.G.Reese	H.Ikerd			1	2014	Andrena__crataegi	s
70	Andrena__crataegi	HE	MX	MX	2	HEMX	HEMX2_4	HEMX2_4	26B522ER	Hymenoptera	Andrenidae	Andrena		crataegi	M	ANTNEG	ANNE	Antennaria neglecta	USA	MT	Lewis & Clark Co.	46.69	-111.71	05/22/2014	04:15:00 PM	E.G.Reese	H.Ikerd			1	2014	Andrena__crataegi	s
71	Andrena__crataegi	PV	UN	UN	2	PVUN	PVUN2_6	PVUN2_6	1ES61015	Hymenoptera	Andrenidae	Andrena		crataegi	M	FRAVIR	FRVI	Fragaria virginiana	USA	MT	Park Co.	45.25	-110.42	06/10/2015	11:15:00 AM	E.Sawyer	H.Ikerd	LONG THIN BEE		1	2015	Andrena__crataegi	s
72	Andrena__crataegi	PV	NEW	HI	2	PVNEWHI	PVNEWHI2_2	PVHI2_2	2ES7215	Hymenoptera	Andrenidae	Andrena		crataegi	F	ROSWOO	ROWO	Rosa woodsii	USA	MT	Park Co.	45.26	-110.49	07/02/2015	10:27:00 AM	E.Sawyer	E.G.Reese	FUZZY M BEE	H.Ikerd	1	2015	Andrena__crataegi	s
73	Andrena__crataegi	HE	MX	MX	2	HEMX	HEMX2_4	HEMX2_4	27A522ER	Hymenoptera	Andrenidae	Andrena		crataegi	M	ANTNEG	ANNE	Antennaria neglecta	USA	MT	Lewis & Clark Co.	46.69	-111.71	05/22/2014	04:15:00 PM	E.G.Reese	H.Ikerd			1	2014	Andrena__crataegi	s
74	Andrena__crataegi	HE	MX	MX	2	HEMX	HEMX2_4	HEMX2_4	26A522ER	Hymenoptera	Andrenidae	Andrena		crataegi	M	ANTNEG	ANNE	Antennaria neglecta	USA	MT	Lewis & Clark Co.	46.69	-111.71	05/22/2014	04:15:00 PM	E.G.Reese	H.Ikerd			1	2014	Andrena__crataegi	s
75	Andrena__crataegi	HE	NEW	HI	2	HENEWHI	HENEWHI2_4	HEHI2_4	2064JW	Hymenoptera	Andrenidae	Andrena		crataegi	F	BALSAG	BASA3	Balsamorhiza sagittata	USA	MT	Lewis & Clark Co.	46.71	-111.73	06/04/2014	04:20:00 PM	J.Wray	H.Ikerd			1	2014	Andrena__crataegi	s
76	Andrena__crataegi	HE	MX	MX	2	HEMX	HEMX2_1	HEMX2_1	31611CHS	Hymenoptera	Andrenidae	Andrena		crataegi	F	PHYMAL	PHMA5	Physocarpus malvaceus	USA	MT	Lewis & Clark Co.	46.69	-111.71	06/11/2014	04:55:00 PM	C.H.Sweet	H.Ikerd			1	2014	Andrena__crataegi	s
77	Andrena__crataegi	HE	MX	MX	2	HEMX	HEMX2_4	HEMX2_4	27B522ER	Hymenoptera	Andrenidae	Andrena		crataegi	M	ANTNEG	ANNE	Antennaria neglecta	USA	MT	Lewis & Clark Co.	46.69	-111.71	05/22/2014	04:15:00 PM	E.G.Reese	H.Ikerd			1	2014	Andrena__crataegi	s
78	Andrena__crataegi	HE	MX	MX	2	HEMX	HEMX2_4	HEMX2_4	36522ER	Hymenoptera	Andrenidae	Andrena		crataegi	M	RHUARO	RHAR4	Rhus aromatica	USA	MT	Lewis & Clark Co.	46.69	-111.71	05/22/2014	04:15:00 PM	E.G.Reese	H.Ikerd			1	2014	Andrena__crataegi	s
79	Andrena__crataegi	HE	MX	MX	2	HEMX	HEMX2_4	HEMX2_4	32D522ER	Hymenoptera	Andrenidae	Andrena		crataegi	M	ANTROS	ANRO2	Antennaria rosea	USA	MT	Lewis & Clark Co.	46.69	-111.71	05/22/2014	04:15:00 PM	E.G.Reese	H.Ikerd			1	2014	Andrena__crataegi	s
80	Andrena__crataegi	HE	MX	MX	2	HEMX	HEMX2_4	HEMX2_4	25522ER	Hymenoptera	Andrenidae	Andrena		crataegi	M	ANTNEG	ANNE	Antennaria neglecta	USA	MT	Lewis & Clark Co.	46.69	-111.71	05/22/2014	04:15:00 PM	E.G.Reese	H.Ikerd			1	2014	Andrena__crataegi	s
81	Andrena__crataegi	HE	MX	MX	2	HEMX	HEMX2_4	HEMX2_4	30B522ER	Hymenoptera	Andrenidae	Andrena		crataegi	M	ANTNEG	ANNE	Antennaria neglecta	USA	MT	Lewis & Clark Co.	46.69	-111.71	05/22/2014	04:15:00 PM	E.G.Reese	H.Ikerd			1	2014	Andrena__crataegi	s
82	Andrena__crataegi	HE	MX	MX	2	HEMX	HEMX2_4	HEMX2_4	32C522ER	Hymenoptera	Andrenidae	Andrena		crataegi	M	ANTROS	ANRO2	Antennaria rosea	USA	MT	Lewis & Clark Co.	46.69	-111.71	05/22/2014	04:15:00 PM	E.G.Reese	H.Ikerd			1	2014	Andrena__crataegi	s
83	Andrena__crataegi	HE	MX	MX	1	HEMX	HEMX1_1	HEMX1_1	22522CHS	Hymenoptera	Andrenidae	Andrena		crataegi	M	ANTNEG	ANNE	Antennaria neglecta	USA	MT	Lewis & Clark Co.	46.69	-111.72	05/22/2014	02:00:00 PM	C.H.Sweet	H.Ikerd			1	2014	Andrena__crataegi	s
84	Andrena__crataegi	PV	NEW	HI	2	PVNEWHI	PVNEWHI2_6	PVHI2_6	778CQ	Hymenoptera	Andrenidae	Andrena		crataegi	F	PHYMAL	PHMA5	Physocarpus malvaceus	USA	MT	Park Co.	45.26	-110.49	07/08/2014	09:50:00 AM	C.Qubain	H.Ikerd			1	2014	Andrena__crataegi	s
3537	Heriades__cressoni	HE	NEW	HI	1	HENEWHI	HENEWHI1_9	HEHI1_9	28728LR	Hymenoptera	Megachilidae	Heriades		cressoni	M	HETVIL	HEVI4	Heterotheca villosa	USA	MT	Lewis & Clark Co.	46.7	-111.72	07/28/2014	02:02:00 PM	L.Roberts	E.G.Reese			1	2014	Heriades__cressoni	s
3538	Heriades__cressoni	HE	MX	MX	1	HEMX	HEMX1_6	HEMX1_6	6LH72015	Hymenoptera	Megachilidae	Heriades		cressoni	M	ALLCER	ALCE2	Allium cernuum	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/20/2015	11:33:00 AM	L.Hamburg	E.G.Reese	S BEE		1	2015	Heriades__cressoni	s
3539	Heriades__cressoni	HE	UN	UN	1	HEUN	HEUN1_3	HEUN1_3	14B86CHS	Hymenoptera	Megachilidae	Heriades		cressoni	F	ALLCER	ALCE2	Allium cernuum	USA	MT	Lewis & Clark Co.	46.74	-111.77	08/06/2014	10:25:00 AM	C.H.Sweet	T.Griswold			1	2014	Heriades__cressoni	s
3540	Heriades__cressoni	HE	NEW	HI	1	HENEWHI	HENEWHI1_11	HEHI1_11	24820LR	Hymenoptera	Megachilidae	Heriades		cressoni	F	SYMASC	SYAS3	Symphyotrichum ascendens	USA	MT	Lewis & Clark Co.	46.7	-111.72	08/20/2014	01:49:00 PM	L.Roberts	E.G.Reese			1	2014	Heriades__cressoni	s
3541	Heriades__cressoni	HE	UN	UN	3	HEUN	HEUN3_12	HEUN3_12	5723CHS	Hymenoptera	Megachilidae	Heriades		cressoni	M	ERICAE	ERCA2	Erigeron caespitosus	USA	MT	Lewis & Clark Co.	46.8	-111.79	07/23/2014	11:00:00 AM	C.H.Sweet	T.Griswold			1	2014	Heriades__cressoni	s
3542	Heriades__cressoni	HE	NEW	HI	2	HENEWHI	HENEWHI2_7	HEHI2_7	26730CHS	Hymenoptera	Megachilidae	Heriades		cressoni	F	ERICAE	ERCA2	Erigeron caespitosus	USA	MT	Lewis & Clark Co.	46.71	-111.74	07/30/2014	12:06:00 PM	C.H.Sweet	E.G.Reese			1	2014	Heriades__cressoni	s
3543	Heriades__cressoni	HE	MX	MX	1	HEMX	HEMX1_12	HEMX1_12	17LH71615	Hymenoptera	Megachilidae	Heriades		cressoni	F	ERICOM	ERCO4	Erigeron compositus	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/16/2015	01:32:00 PM	L.Hamburg	E.G.Reese	S BEE		1	2015	Heriades__cressoni	s
3544	Heriades__cressoni	HE	MX	MX	2	HEMX	HEMX2_1	HEMX2_1	8717CHS	Hymenoptera	Megachilidae	Heriades		cressoni	F	ALLCER	ALCE2	Allium cernuum	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/17/2014	01:05:00 PM	C.H.Sweet	E.G.Reese			1	2014	Heriades__cressoni	s
3545	Heriades__cressoni	HE	UN	UN	1	HEUN	HEUN1_3	HEUN1_3	1686CHS	Hymenoptera	Megachilidae	Heriades		cressoni	F	ALLCER	ALCE2	Allium cernuum	USA	MT	Lewis & Clark Co.	46.74	-111.77	08/06/2014	10:25:00 AM	C.H.Sweet	T.Griswold			1	2014	Heriades__cressoni	s
3546	Heriades__cressoni	HE	UN	UN	3	HEUN	HEUN3_8	HEUN3_8	48728CHS	Hymenoptera	Megachilidae	Heriades		cressoni	M	ALLCER	ALCE2	Allium cernuum	USA	MT	Lewis & Clark Co.	46.8	-111.8	07/28/2014	05:57:00 PM	C.H.Sweet	E.G.Reese			1	2014	Heriades__cressoni	s
3547	Heriades__cressoni	HE	UN	UN	1	HEUN	HEUN1_6	HEUN1_6	7717LR	Hymenoptera	Megachilidae	Heriades		cressoni	M	ERICAE	ERCA2	Erigeron caespitosus	USA	MT	Lewis & Clark Co.	46.74	-111.76	07/17/2014	10:21:00 AM	L.Roberts	E.G.Reese			1	2014	Heriades__cressoni	s
3548	Heriades__cressoni	HE	MX	MX	2	HEMX	HEMX2_4	HEMX2_4	61812LR	Hymenoptera	Megachilidae	Heriades		cressoni	F	SYMERI	SYERE	Symphyotrichum ericoides	USA	MT	Lewis & Clark Co.	46.69	-111.71	08/12/2014	04:26:00 PM	L.Roberts	E.G.Reese			1	2014	Heriades__cressoni	s
3549	Heriades__cressoni	HE	UN	UN	1	HEUN	HEUN1_6	HEUN1_6	8717LR	Hymenoptera	Megachilidae	Heriades		cressoni	F	ERICAE	ERCA2	Erigeron caespitosus	USA	MT	Lewis & Clark Co.	46.74	-111.76	07/17/2014	10:21:00 AM	L.Roberts	E.G.Reese			1	2014	Heriades__cressoni	s
3550	Heriades__cressoni	HE	UN	UN	1	HEUN	HEUN1_7	HEUN1_7	33A818CHS	Hymenoptera	Megachilidae	Heriades		cressoni	F	ERICAE	ERCA2	Erigeron caespitosus	USA	MT	Lewis & Clark Co.	46.74	-111.77	08/18/2014	03:41:00 PM	C.H.Sweet	E.G.Reese			1	2014	Heriades__cressoni	s
3551	Heriades__cressoni	HE	MX	MX	2	HEMX	HEMX2_1	HEMX2_1	24812CHS	Hymenoptera	Megachilidae	Heriades		cressoni	F	SYMASC	SYAS3	Symphyotrichum ascendens	USA	MT	Lewis & Clark Co.	46.69	-111.71	08/12/2014	02:35:00 PM	C.H.Sweet	E.G.Reese			1	2014	Heriades__cressoni	s
3552	Heriades__cressoni	HE	UN	UN	1	HEUN	HEUN1_6	HEUN1_6	49730LR	Hymenoptera	Megachilidae	Heriades		cressoni	F	ERICAE	ERCA2	Erigeron caespitosus	USA	MT	Lewis & Clark Co.	46.74	-111.76	07/30/2014	03:36:00 PM	L.Roberts	E.G.Reese			1	2014	Heriades__cressoni	s
3553	Heriades__cressoni	HE	NEW	HI	1	HENEWHI	HENEWHI1_1	HEHI1_1	27B728LR	Hymenoptera	Megachilidae	Heriades		cressoni	F	SOLMIS	SOMI2	Solidago missouriensis	USA	MT	Lewis & Clark Co.	46.7	-111.72	07/28/2014	01:02:00 PM	L.Roberts	E.G.Reese			1	2014	Heriades__cressoni	s
3554	Heriades__cressoni	HE	NEW	HI	1	HENEWHI	HENEWHI1_9	HEHI1_9	3487LR	Hymenoptera	Megachilidae	Heriades		cressoni	F	GRISQU	GRNA	Grindelia nana	USA	MT	Lewis & Clark Co.	46.7	-111.72	08/07/2014	12:43:00 PM	L.Roberts	E.G.Reese			1	2014	Heriades__cressoni	s
3555	Heriades__cressoni	HE	UN	UN	1	HEUN	HEUN1_3	HEUN1_3	14A86CHS	Hymenoptera	Megachilidae	Heriades		cressoni	F	ALLCER	ALCE2	Allium cernuum	USA	MT	Lewis & Clark Co.	46.74	-111.77	08/06/2014	10:25:00 AM	C.H.Sweet	E.G.Reese			1	2014	Heriades__cressoni	s
3556	Heriades__cressoni	HE	UN	UN	1	HEUN	HEUN1_3	HEUN1_3	29818CHS	Hymenoptera	Megachilidae	Heriades		cressoni	F	ALLCER	ALCE2	Allium cernuum	USA	MT	Lewis & Clark Co.	46.74	-111.77	08/18/2014	03:05:00 PM	C.H.Sweet	E.G.Reese			1	2014	Heriades__cressoni	s
3557	Heriades__cressoni	HE	MX	MX	2	HEMX	HEMX2_2	HEMX2_2	52819CHS	Hymenoptera	Megachilidae	Heriades		cressoni	F	SOLMIS	SOMI2	Solidago missouriensis	USA	MT	Lewis & Clark Co.	46.69	-111.71	08/19/2014	05:50:00 PM	C.H.Sweet	E.G.Reese			1	2014	Heriades__cressoni	s
3558	Heriades__cressoni	HE	MX	MX	1	HEMX	HEMX1_12	HEMX1_12	7ES8415	Hymenoptera	Megachilidae	Heriades		cressoni	F	ERICOM	ERCO4	Erigeron compositus	USA	MT	Lewis & Clark Co.	46.69	-111.71	08/04/2015	01:04:00 PM	E.Sawyer	E.G.Reese	TINY BEE		1	2015	Heriades__cressoni	s
3559	Heriades__cressoni	HE	UN	UN	3	HEUN	HEUN3_5	HEUN3_5	49818CHS	Hymenoptera	Megachilidae	Heriades		cressoni	F	GUTSAR	GUSA2	Gutierrezia sarothrae	USA	MT	Lewis & Clark Co.	46.8	-111.79	08/18/2014	05:28:00 PM	C.H.Sweet	E.G.Reese			1	2014	Heriades__cressoni	s
3560	Heriades__cressoni	HE	MX	MX	2	HEMX	HEMX2_4	HEMX2_4	56812LR	Hymenoptera	Megachilidae	Heriades		cressoni	F	GUTSAR	GUSA2	Gutierrezia sarothrae	USA	MT	Lewis & Clark Co.	46.69	-111.71	08/12/2014	04:26:00 PM	L.Roberts	E.G.Reese			1	2014	Heriades__cressoni	s
3561	Heriades__cressoni	HE	UN	UN	1	HEUN	HEUN1_9	HEUN1_9	15FA7715	Hymenoptera	Megachilidae	Heriades		cressoni	M	ALLCER	ALCE2	Allium cernuum	USA	MT	Lewis & Clark Co.	46.74	-111.77	07/07/2015	02:20:00 PM	F.Ambrose	E.G.Reese	S BEE		1	2015	Heriades__cressoni	s
3562	Heriades__cressoni	HE	MX	MX	1	HEMX	HEMX1_12	HEMX1_12	8FA72015	Hymenoptera	Megachilidae	Heriades		cressoni	F	ERICOM	ERCO4	Erigeron compositus	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/20/2015	11:50:00 AM	F.Ambrose	E.G.Reese	S BEE		1	2015	Heriades__cressoni	s
3563	Heriades__cressoni	HE	UN	UN	1	HEUN	HEUN1_7	HEUN1_7	33C818CHS	Hymenoptera	Megachilidae	Heriades		cressoni	F	ERICAE	ERCA2	Erigeron caespitosus	USA	MT	Lewis & Clark Co.	46.74	-111.77	08/18/2014	03:41:00 PM	C.H.Sweet	E.G.Reese			1	2014	Heriades__cressoni	s
3564	Heriades__cressoni	HE	UN	UN	3	HEUN	HEUN3_4	HEUN3_4	16FA71315	Hymenoptera	Megachilidae	Heriades		cressoni	M	ERICOM	ERCO4	Erigeron compositus	USA	MT	Lewis & Clark Co.	46.8	-111.79	07/13/2015	02:49:00 PM	F.Ambrose	E.G.Reese	S BEE		1	2015	Heriades__cressoni	s
3565	Heriades__cressoni	HE	MX	MX	1	HEMX	HEMX1_12	HEMX1_12	6FA72015	Hymenoptera	Megachilidae	Heriades		cressoni	F	ERICOM	ERCO4	Erigeron compositus	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/20/2015	11:50:00 AM	F.Ambrose	E.G.Reese	S BEE		1	2015	Heriades__cressoni	s
3566	Heriades__cressoni	HE	UN	UN	1	HEUN	HEUN1_6	HEUN1_6	24724CHS	Hymenoptera	Megachilidae	Heriades		cressoni	F	ERICAE	ERCA2	Erigeron caespitosus	USA	MT	Lewis & Clark Co.	46.74	-111.76	07/24/2014	04:10:00 PM	C.H.Sweet	E.G.Reese			1	2014	Heriades__cressoni	s
3567	Heriades__cressoni	HE	MX	MX	1	HEMX	HEMX1_12	HEMX1_12	18LH7915	Hymenoptera	Megachilidae	Heriades		cressoni	M	ERICOM	ERCO4	Erigeron compositus	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/09/2015	11:05:00 AM	L.Hamburg	E.G.Reese	S BEE		1	2015	Heriades__cressoni	s
